Parent Folder,Subfolder,Filename,Content
raw,CON_Q3_oversample,id_1486579.txt,"@tere_marinovic Para nada, como tienen puras bostas estos títeres la envidia los corroe"
raw,CON_Q3_oversample,id_623372.txt,"@Jaime_Bassa @thecliniccl The clinic, fortín mapocho puro comunismo, quien le cree a estos comunachos, bueno igual hay haaaaarta gente gueona"
raw,CON_Q3_oversample,id_529556.txt,@Hugo_Gutierrez_ Igual te volaron la raja 🌶🌶🌶🌶🌶🌶🌶🌶🌶🌶🌶🌶🌶😂😂😂😂
raw,CON_Q3_oversample,id_287413.txt,@BSepulvedaHales Un puerco más en el chiquero no hace la diferencia.
raw,CON_Q3_oversample,id_1239954.txt,@gdominguez_ Y dale con celebres Un funeral ! Weon hay gente sufriendo que no va precisamente de fiesta a un funeral !!!!! Saco de weas!
raw,CON_Q3_oversample,id_1171386.txt,@mmlagoscc @tere_marinovic Y los 27 países redactarán una constitución en conjunto? O está comparando peras con manzanas de pura tonta que es?
raw,CON_Q3_oversample,id_359370.txt,"@fernando_atria Jajajaja pobre qlao , no tienes porque estar deacuerdo con lo que dices ? Tipico de merluzos"
raw,CON_Q3_oversample,id_242000.txt,"@Vamos_A_Londres @IgnacioRojasP @Pato1_Undurraga @IgnacioAchurra Algo así cómo: Si, es una mierda..pero es nuestra mierda?..🤔.."
raw,CON_Q3_oversample,id_510588.txt,"@jonas_moran @fernando_atria @ipoduje De Poduje ni hablar, el weon cree que los ciclistas son millonarios"
raw,CON_Q3_oversample,id_616001.txt,"@joseantoniokast Para mi que el Camello @danieljadue se arrancará como lo hizo su pariente, también corrupto, que se encuentra en Miami. De paso se podría llevar a la loca de @danielstingo"
raw,CON_Q3_oversample,id_1010007.txt,"@bianchileiton @PatoFdez Comprate un tarrito de merken , mete la tocorne y luego te la hechas a la boca, hablamos cuando te llegue el internet nuevamente 👍🏻"
raw,CON_Q3_oversample,id_160409.txt,@arturozunigaj Qué tipo más nefasto.
raw,CON_Q3_oversample,id_214427.txt,@liznorthon @vivi_pacific @BSepulvedaHales @danieljadue Me tiene chato ese argumento esos weones que busquen pega y trabajen como todos nosotros los mortales lo demás son puras wevadas
raw,CON_Q3_oversample,id_1532005.txt,"@patriciapolitz @convencioncl @BenitoBaranda @pcayuqueo Los momios miserables que se creen dueño de chile y sabemos que despojaron de sus tierras a los pueblos , Pinochet arrasó con ellos quitándole sus tierras descaradamente, miserables !!!!!"
raw,CON_Q3_oversample,id_148324.txt,"@BenitoBaranda Benito basta de payasadas y tratar ""ser el bueno"". Un problema legado de la atea exterrorista y el ateo coyote Muñoz, los mismos q han incentivado la destruccion de la iglesia. El problema será exponencial si no se hacen esfuerzos para detener la estampida humana desde Venezuela."
raw,CON_Q3_oversample,id_1569347.txt,@PatriotaNaruto @Amy03898327 @mcubillossigall Parece que en la derecha ovarios pesan 10 veces más que los testículos.
raw,CON_Q3_oversample,id_748588.txt,@IgnacioAchurra Ya con el todes es patético!! Es que ni ganas de ver o escuchar a estos constituyentes. Que gastadero de $ en personas tan poco capacitadas y sesgadas ideológicamente... #CircoConstituyente
raw,CON_Q3_oversample,id_1083389.txt,"@mcubillossigall @gabrielboric cobarde,elimina el estado de excepcion y no se atreve a ir a la Araucania,expone a todos los q viven ahí x sus convicciones ridículas pero para el e @izkia no es seguro ¡¡COBARDES!!!"
raw,CON_Q3_oversample,id_875448.txt,@angemailen @abue15682934 @mcubillossigall Que terrible le el capitalismo el cual te brinda el celular y el internet para escribir estupidesces a favor de una ideoligia asesina y fracasada
raw,CON_Q3_oversample,id_318052.txt,"@cretton15 Tu y tu 💩 de sector prefirieron dejar todo tal cual,para de vender humo se les dio la opción de tener un sistema de salud digno,pero ud repartieron miedo y mentiras,paren sus weas o el estallido será un pequeña ola en comparación a los que se les va a venir tontito"
raw,CON_Q3_oversample,id_2425399.txt,"@marcelo_v2017 @fuentesbarrera @CNNChile @convencioncl Los del rechazo, hacen el ridículo, tal como son"
raw,CON_Q3_oversample,id_1489457.txt,@manuconstituye Y este ignorante escribe la constitución 🤦🏻‍♀️
raw,CON_Q3_oversample,id_1337596.txt,@NachoOrtega @convencioncl Duerman a ese pelado indecente
raw,CON_Q3_oversample,id_1573798.txt,@patriota_1972 @tere_marinovic De verdad compita anda un psicólogo por que estar bien cagado del apoyar a la loca tere
raw,CON_Q3_oversample,id_1638199.txt,@tere_marinovic Nos van a robar !!... los merluzos ql
raw,CON_Q3_oversample,id_702952.txt,@tere_marinovic @ElisaLoncon Está señora @ElisaLoncon me da vergüenza ajena y repudio a la vez. No más circo y no más mentiras. Cómo lo dijo mi @tere_marinovic convención csm....
raw,CON_Q3_oversample,id_280434.txt,"@JamesGastovsky @josealexAPRUEBO @KuschdelaP @HernanLarrain @gabrielboric Leo este tipo de comentarios y me pregunto ¿en verdad creeran lo que escriben? si todas las evidencias les golpean. Entonces entro a la 2da reflexión ¿son limitados, tienen menos neuronas? si, por eso han hundido a este hermoso país, han arruinado la vida a tanta gente, INFELICES"
raw,CON_Q3_oversample,id_243437.txt,@Jaime_Bassa Loser!!!!
raw,CON_Q3_oversample,id_266199.txt,@berfontaine MITOMANO COMPULSIVO
raw,CON_Q3_oversample,id_2097970.txt,@patriciapolitz @convencioncl @NoNeutrales @sebastian_gray pss zoo..cialista a tu jaula! #RechazoElMamarrachoComunista
raw,CON_Q3_oversample,id_1980973.txt,@deunan00 @RenatoGarinG Borra de estupidez
raw,CON_Q3_oversample,id_322231.txt,"@RechazoTotal @filosofofarandu @CarolCBown Te estás quejando por una hora? Es bien poco fíjate teniendo en cuenta que son 499 artículos y decenas de páginas, pero para los flojitos (y perso has de tener para llamar asi a otros 🤡) como ustedes una hora es una eternidad ... aweonao con ganas."
raw,CON_Q3_oversample,id_2144420.txt,@von_monica @melnicksergio @joseantoniokast @tere_marinovic @Jou_Kaiser HDP
raw,CON_Q3_oversample,id_1100511.txt,@RenatoGarinG @PatoFdez @elmostrador Bitch you are so pressed
raw,CON_Q3_oversample,id_205050.txt,@mpadillaopp @BSepulvedaHales @CHVNoticias De que quieres pruebas? De que no es una cebra? Gente ridícula. ❌🤦🏻‍♂️
raw,CON_Q3_oversample,id_830478.txt,@NatividadLlanq3 @Pia_Rodriguez Con razón salió un mamarracho de nueva constitución. Con convencionales como tú no me extraña.
raw,CON_Q3_oversample,id_996744.txt,@baradit Qué gente más putrefacta.  Fuerza Jorge! No decaigas.
raw,CON_Q3_oversample,id_574886.txt,@IgnacioAchurra @Jaime_Bassa Ridículos
raw,CON_Q3_oversample,id_883091.txt,"@Chileokulto @maluchayallego ""Por diversas razones"" : cuando eres un 🌳 enfermo de rojo que no se atreve a decir ""escapando de la tiranía chavista que destruyó Vzla"""
raw,CON_Q3_oversample,id_979959.txt,@nico75cl @MaryProfechori @chalecos_chile @Mister_Wolf_0 @udipopular @jguaido @ximerincon @fchahin @matiaswalkerp Tontos utile$?
raw,CHL_Q3_sample,id_1908612.txt,Basta con el mismo discurso gobierno de mierda!  #EstoPasaEnChile
raw,CHL_Q3_sample,id_3406713.txt,#LaMarchaMasGrandeDeChile                 H E R M O S O.    Qué grandes somos los chilenos!!!! #fuerapiñera #NoMasTag #ChileDespierto #renunciapiñeractm         HISTÓRICO!!! FUERZA CHILENOS A SEGUIR LA LUCHA
raw,CHL_Q3_sample,id_1655154.txt,"Que lata el lumpen la caga y el gobierno se afirma del lumpen para distraer la opinión pública #EstoNoHaTerminado las personas pacificas quieren respuestas claras y números ,30 años ctm aguantando su sinverguensura @JPMirandaM @PiensaPrensa"
raw,CHL_Q3_sample,id_200130.txt,ME PASEO TU TOQUE DE QUEDA CONCHETUMADREEEEEEEEEEE #ChileDesperto
raw,CHL_Q3_sample,id_709365.txt,"Viatico de 90lukas, auto, chófer, bencina, pejae, estadía, alimentación, teléfono, y el se queda en hotel por que se estima!! #mariovenegas y toda la maga de wnes que mantienen nuestros impuestos son unos #careraja #ChileDesperto #dietaparlametaria"
raw,CHL_Q3_sample,id_342029.txt,En la Tv  muestran cosas tan poco importantes que no me sorprendería que en algún momento comenten sobre los ingredientes de la pizza que se comió Piraña 🍕 #toquedequeda #RenunciaPiñeraCuliao #ChileDesperto
raw,CHL_Q3_sample,id_2004183.txt,"Para variar estas saco wea de Piñera no dijo nada, puras weas  #EstoPasaEnChile"
raw,CHL_Q3_sample,id_2007251.txt,"NI PERDÓN, NI OLVIDO DICTADORES ENCUBIERTOS Y VIOLADORES DE LA DEMOCRACIA!!!! #ChadwikAsesino #EstoPasaEnChile #PueblosEnResistencia"
raw,CHL_Q3_sample,id_3026908.txt,#ChileViolatesHumanRights mentirosos de que estan hablando?!!!...aca en chile se investigara y sancionara...de que están hablando mentirosos...la izquierda ultra como siempre sembrando el odio...
raw,CHL_Q3_sample,id_184954.txt,"LAS MICROS, EDIFICIOS Y METROS QUEMADOS, MONTAJES CULIAOS CHARCHAS, OJALÁ LA GENTE DEJE DE SER TAN INGENUA Y NO CREA NADA #ChileDesperto"
raw,CHL_Q3_sample,id_2335227.txt,"@crivasa Chile Vamos no saben de disculpas, son unas lacras, ahora resulta que todos tienen miedo de bajarse el sueldo, seguir viviendo de la teta del estado. #EstoPasaEnChile #abajoelgobierno #PineraDictador"
raw,CHL_Q3_sample,id_2871965.txt,weon que chucha dijeron el la tele ??? me vine a acostar no se q esta pasando #EvasionMasivaTodoElDia
raw,CHL_Q3_sample,id_3480114.txt,#LaMarchaMasGrandeDeChile Que ejemplo de unión y civilidad hemos dado al mundo. Pidiendo solo un sueldo de $500.000. Mientras a las ratas del congreso les pagamos sueldos millonarios por hacer NADA. Sólo la union hace el cambio Viva 🇨🇱🇨🇱🇨🇱🇨🇱
raw,CHL_Q3_sample,id_3402785.txt,"#LaMarchaMasGrandeDeChile ""dejaron de creer en el otro""...NO WEON, DEJARON DE CREER EN EL GOBIERNO. ."
raw,CHL_Q3_sample,id_2175936.txt,"A los milicos q están matando van a ser los primeros weones q van a dar de baja cuando esto pase, xq el gobierno se lavara las manos y los culparan sólo a ellos d abuso de poder. No defienden la patria, defiende la élite cabros!! Y no se lo van a agradecer! #EstoPasaEnChileً"
raw,CHL_Q3_sample,id_2578594.txt,"#Bienvenidos13 perdóname perrita, pero La tontita de Camila flores no pidió disculpas, justificó su actuar que es muy distinto 🤦🏼‍♀️ #noestamosengerra #NoAlToqueDeQueda #estopasaenChile"
raw,CHL_Q3_sample,id_2262710.txt,#EstoPasaEnChileً Los pacos ya empezaron con sus putivueltas
raw,CHL_Q3_sample,id_319788.txt,"Karla Rubilar, dijo lo que ninguno de los ineptos del gobierno a dicho, ni el nefasto Presidente. La única que a sido autocritica.... a pesar de los años y años de hacerse los weones, todos los zanganos de todos los sectores políticos! #ChileDesperto #ToqueDeQueda"
raw,CHL_Q3_sample,id_2842140.txt,"Se escuchan mucho ""Pacos Culiaos"" en Carmen con Marin (donde esta la comisaria de FFEE). #EvasionMasivaTodoElDia"
raw,CHL_Q3_sample,id_1374919.txt,Oigan cabroooos...  #EstoNoHaTerminado  !!!!
raw,CHL_Q3_sample,id_1276648.txt,Hey @BoseOfficial #Piñera te está esperando para que cantes por la “libertad”! Aweonaooooo #RenunciaMoreira #RenunciaPiñera #ChileQuiereCambios
raw,CHL_Q3_sample,id_513568.txt,Francotiradores!!!CTM!!! Solo por ser Las Condes??? Hasta cuándo?!!!? #RenunciaPiñera #ChileDesperto
raw,CHL_Q3_sample,id_178958.txt,#ChileDesperto viejo klo todabia no entiende de que no solo es el metro
raw,CHL_Q3_sample,id_3323467.txt,en el mega de nuevo salió un cabro diciendo “chupalo karol dance” JAJAJJSA ídolo #LaMarchaMasGrandeDeChile
raw,CHL_Q3_sample,id_1985557.txt,"#EstoPasaEnChile #ApagaLaTele avisenle a los pasteles de @tv_monica y al otro tonto, que eso es HACER CUMPLIR EL TOQUE DE QUEDA, no es exceso de fuerza, por favor paren de tirar mierda a los uniformados, ellos esta ahi por ordenes superiores, no creo que esten felices..."
raw,CHL_Q3_sample,id_1648342.txt,"@ValdebenitoNata Mierda de comentario, ni ganas de leerla dan #EstoNoHaTerminado 💪🏾"
raw,CHL_Q3_sample,id_1943239.txt,No era m@s fácil ser reconocidos a nivel internacional por luchar y marchar civilizadamente? Por unos pocos simios se destruye este país tan lindo #quevuelvalapazenchile #EstoPasaEnChile
raw,CHL_Q3_sample,id_629941.txt,"Nada de estructura en su discurso. En nada cambia el sistema. Eres un asco @sebastianpinera !!! (Y esperen la letra chica, que de seguro va) #RenunciaPiñera #ChileDesperto"
raw,CHL_Q3_sample,id_1248179.txt,"#NoMasTorturas #ChileQuiereCambios piñera se salvara solo y dejara a chadwick haciendose cargo de los asesinatos, chadwick dice que no tiene responsabilidades, adivinen a quien le van a cortar la cabeza, al general iturriaga y este a los cabros milicos y estos presos. 👌🔥🔥"
raw,CHL_Q3_sample,id_1077305.txt,@gene_llerena quien te pateo la jaula mono #EstoNoHaTermimado #ChileNoSeRinde
raw,CHL_Q3_sample,id_1178810.txt,INVOCARON A CHECHO IRANE WEON #ChileQuiereCambios #camilapeluche
raw,CHL_Q3_sample,id_1079631.txt,"Habría estado bueno q hicieran vocería para condenar asi de claro la violencia de los milicos y los pacos, las muertes de personas en sus manos, haber dejado ciegos a oyros tantos con sus balines culiaos, etc etc etce #ChileNoSeRinde"
raw,CHL_Q3_sample,id_3349559.txt,"@tere_marinovic @YouTube #LaMarchaMasGrandeDeChile  hay más de un millón de personas en las calles de Chile. De qué mayoría hablas? Ridícula, nadie te pesca. #RenunciaPiñera"
raw,CHL_Q3_sample,id_2660621.txt,"#EvasionMasivaTodoElDia espero que estos ""estudiantes"" con esa fuerza que tienen de irba webiar al metro tengan a futuro la misma fuerza de ir a votar, la ultima vez hubo muchos que no fueron y ahí tienen a Piñera y seguimos con el webeo, debieron pensar..."
raw,CHL_Q3_sample,id_1236329.txt,"#ChileCiudadanoTVN , saquen a ese #willyDiaz, es un tarado miope que lo ataco el virus de altura, 0 conciencia social, 0 sensibilidad, ningún aporte a la discusión, por eso #ChileQuiereCambios 💪🏽"
raw,CHL_Q3_sample,id_866094.txt,"@sebastianpinera @alferdez Este es weon o se hace, de que domocracia habla, cuando declaró una guerra con fusiles contra el pueblo que tenía ollas y cucharas, cuando mandó a los milicos a matar y acribillar al pueblo, por favor deje de cagarla  #ChileNoSeRinde #ChileDespertoً #PineraViolaDHH #onuenchile"
raw,CHL_Q3_sample,id_1337201.txt,Ya se dieron cuenta que están quedando solos fachos? Los manotazos de ahogados que se estan mandando los deja como patéticos y tontos. La pasada de cuenta ya le llegó. Empiecen  esconderse. #Valparaiso #ChileQuiereCambios #ChileResiste
raw,CHL_Q3_sample,id_1437486.txt,#EstoNoHaTerminado porque seguiremos haciendo ruido! Que los perros ladren CTM!!!!!!
raw,CHL_Q3_sample,id_2896270.txt,"No entendieron nada y con una soberbia increíble decidieron no dar pie atrás con el alza, más encima se ríen diciendo que se levanten más temprano o compren flores.Y la única solución es sacar los milicos a la calle,están cagaos de la cabeza #EvasionMasivaTodoElDia #FueraChadwick"
raw,CHL_Q3_sample,id_601134.txt,"Rebaja de dieta parlamentaria... ahora mos traidores de la DC , haciendose dueños del proyecto jajaja weones carerrajas ,nunca les intereso, cuando el FA insistio e insistio #ChileDesperto"
raw,CHL_Q3_sample,id_698832.txt,quien esta escuchando a ese diputado guillermo morales que es aweonao #40horas #ChileDespertoً
raw,CHL_Q3_sample,id_1254867.txt,Son lobos disfrazados de corderos. Lo que los delata es que cuándo abren el hocico aúllan en vez de balar. #ChileQuiereCambios
raw,CHL_Q3_sample,id_2003881.txt,"Indignacion da escuchar a este ctm que tenemos de presidente!!! Solo se da vuelta en lo mismo, no dijo nada  #FueraPiñeraDictador #pinerarenuncia #EstoPasaEnChile"
raw,CHL_Q3_sample,id_2004283.txt,Puta madre... y NO dijo nada !!! Que Presidente tenemos ???? #EstoPasaEnChile #NoEstoyEnGuerraConNadie #RenunciaPiñera
raw,CHL_Q3_sample,id_2819451.txt,"@sebastianpinera @GobiernodeChile #EvasionMasivaTodoElDia @T13 @meganoticiascl @TVN @CHVNoticias si al Presidente se le ocurre la estúpida idea de sacar a los militares a la calle, tendrá que lidiar con muertes y se llenara las manos con sangre, esperemos que no siga cagandola"
raw,CHL_Q3_sample,id_2837941.txt,"Vidal, hoy te apaño. Los periodistas son puros sapos #EvasionMasivaTodoElDia #ChileDespierta"
raw,CHL_Q3_sample,id_2335371.txt,"@mariajose_cruz Un real y enorme saco de weas Polo Ramírez!! Saquen a ese weon de la tv, el weon qlio grande!!!  #EstoPasaEnChile"
raw,CHL_Q3_sample,id_575935.txt,"Ver a estos idiotas en la tele, todos millonarios que no tienen Ni IDEA de lo que pasando y esta fuera de su posibilidad entenderlo. #estapasandoenchile #ChileDesperto"
raw,CHL_Q3_sample,id_434588.txt,"@canal13 @chilevision @Mega @TVN ... Paren de ser tan cara de raja y censurar a la gente!... Cada vez que algo importante se dirá, mágicamente se les acabó el tiempo o cualquier otra excusa... Basta! #ChileSeCanso #ChileDesperto #ChileNoSeRinde #ChileNoEsWeon"
raw,CHL_Q3_sample,id_1514097.txt,"Se adueñan de las marchas, hacen como que no pasa nada, “volvió la normalidad”, la tv con programación común mientras muere gente inocente que lucha por dignidad. País de mierda asqueroso 😡Esto debe continuar!! #EstoNoHaTerminado #EstoNoSeAcaba #ChileViolatesHumanRights"
raw,CHL_Q3_sample,id_2080955.txt,"Girardi habla de cambiar el presupuesto, por qué no bajan su dieta parlamentaria y deja de llenarse la boca hablando estupideces? #EstoPasaEnChileً"
raw,CHL_Q3_sample,id_2278866.txt,"#Diputados de #Chile. Voten luego, si no les vamos a creer sus discursos culiaos, si todos están sentados ahí hace rato. Tan toos cagados de miedo #ChileDespierta #EstoPasaEnChileً #PiñeraRenuncia"
raw,CHL_Q3_sample,id_2739536.txt,"En la tele siguen jurando que es solo por 30 pesos. El país se cansó de abusos y de las mierdas de políticos de ambos lados, donde ninguno se salva. Basta de una vez #EvasionMasivaTodoElDia"
raw,CHL_Q3_sample,id_2137413.txt,"El no hacer caso al #toquedequeda esta sirviendo de excusa para disparar y asesinar,cumplamos con eso y a ver q inventan los weones para seguir reprimiendo y evitar y a hacer la pega donde si están los delincuentes #PiñeraDictador #ChadwickAsesino #EstoPasaEnChile"
raw,CHL_Q3_sample,id_1739417.txt,"La campaña del terror de la televisión y el gobierno a sido una obra de arte, de ser los villanos pasaron a ser los héroes para muchos, la cantidad de borregos wns que se prestan pal circo es increíble #EstoPasaEnChile"
raw,CHL_Q3_sample,id_3343921.txt,Me tuve que venir caminando desde plaza Italia hasta el terminal sur y CONCHETUMARE!!! La marcha aún sigue pasando por acá ❤️ #LaMarchaMasGrandeDeChile
raw,CHL_Q3_sample,id_2662885.txt,"Que vergüenza  cuidar el bolsillo  de los empresarios y no al pueblo, dan vergüenza  pacos qls #EvasionMasivaTodoElDia"
raw,CHL_Q3_sample,id_2757856.txt,"Pucha cabros no se aweonen, no destruyan weas que no sean del metro. No les den motivos para hablar weas #EvasionMasivaTodoElDia"
